"Informazioni cronologiche","Dimensione ","Settore di appartenenza ","Anno di costituzione","La tua azienda ha adottato tecnologie digitali?","Se sì, che tipo di tecnologie? ","Usate tecnologie nella quotidianità?","Vi chiediamo di valutare l’importanza delle seguenti informazioni (VALUTARE DA 1 A 5 DOVE 1=POCO IMPORTANTE E 5=MOLTO IMPORTANTE) [La mia organizzazione fornisce a me e ai miei colleghi le risorse o le opportunità per ottenere le giuste competenze per trarre vantaggio dalle tendenze digitali]","Vi chiediamo di valutare l’importanza delle seguenti informazioni (VALUTARE DA 1 A 5 DOVE 1=POCO IMPORTANTE E 5=MOLTO IMPORTANTE) [Il mio manager mi incoraggia a innovare con le tecnologie digitali]","Vi chiediamo di valutare l’importanza delle seguenti informazioni (VALUTARE DA 1 A 5 DOVE 1=POCO IMPORTANTE E 5=MOLTO IMPORTANTE) [La mia organizzazione considera le tecnologie digitali come un'opportunità]","Vi chiediamo di valutare l’importanza delle seguenti informazioni (VALUTARE DA 1 A 5 DOVE 1=POCO IMPORTANTE E 5=MOLTO IMPORTANTE) [A mio avviso la digitalizzazione ha comportato una riduzione dei costi aziendali]","Vi chiediamo di valutare l’importanza delle seguenti informazioni (VALUTARE DA 1 A 5 DOVE 1=POCO IMPORTANTE E 5=MOLTO IMPORTANTE) [A mio avviso la digitalizzazione ha comportato una riduzione dei tempi di lavoro]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda per cui lavoro considera importante adottare tecnologie digitali]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo di tecnologie digitali aiuta ad essere più produttivi]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo di tecnologie digitali crea nuove opportunità]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [È importante investire in tecnologie digitali]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [La digitalizzazione crea nuovi modelli di business]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L'azienda per cui lavora considera la sostenibilità un’opportunità]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda per cui lavora sta cercando di attuare pratiche sostenibili]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda incoraggia l’adozione di pratiche sostenibili da parte dei propri dipendenti]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [La sostenibilità fa parte della cultura organizzativa]","Quali iniziative sostenibili avete intrapreso (selezionare tutte quelle applicabili) ","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda applica pratiche sostenibili principalmente perché crede che possa rappresentare un’opportunità economica]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda applica pratiche sostenibili perché lo richiede il mercato]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda applica pratiche sostenibili perché sente un obbligo morale nei confronti della società]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’azienda è spinta ad applicare pratiche sostenibili perché i dipendenti lo richiedono]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’adozione di pratiche sostenibili fanno sostenere costi maggiori alle imprese]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’adozione di pratiche sostenibili promuove l’innovazione]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’adozione di pratiche sostenibili aiuta a costruire e mantenere una buona reputazione]","Pensi che la digitalizzazione ha favorito l’adozione di alcune pratiche sostenibile?  ","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [La digitalizzazione ha favorito l’adozione di alcune pratiche sostenibile]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo di tecnologie digitali consente di utilizzare meno risorse]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo di tecnologie digitali consente di adottare pratiche più sostenibili]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo di tecnologie digitali aiuta nella riduzione delle emissioni]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo delle tecnologie digitali consente di avere più trasparenza nella gestione dei rifiuti]","Vi chiediamo di valutare l’importanza di queste affermazioni con un valore compreso tra 1 e 5 (completamente in disaccordo, completamente d’accordo) [L’utilizzo delle tecnologie digitali è fondamentale per rendere le aziende sempre più sostenibili]","Genere ","Età ","Ruolo ","","",""
"2023/03/11 1:08:00 PM EET","251-1000 dipendenti","Manifatturiero","Prima del 1980","Sì","IoT;Cloud","Si","4","5 - Molto importante","5 - Molto importante","4","4","4","3","5 - completamente d'accordo","4","5 - completamente d'accordo","3","4","4","","utilizzo di fonti rinnovabili","4","4","4","3","4","4","3","Non so","2","3","3","3","2","4","Maschio","36-50","Manager","4","3","5 - completamente d'accordo"
"2023/03/12 3:42:10 PM EET","51-250 dipendenti","Commercio","Tra il 1980 e il 2000","Sì","IoT;DMS","Si","4","5 - Molto importante","4","3","4","4","4","3","4","4","2","2","2","","","2","2","2","2","2","2","2","Non so","2","3","3","3","4","4","Maschio","51-60","Responsabile Logistica","4","4","2"
"2023/03/12 3:44:38 PM EET","251-1000 dipendenti","Manifatturiero","Prima del 1980","Sì","IoT;Robotica;Cloud","Si","5 - Molto importante","5 - Molto importante","5 - Molto importante","4","5 - Molto importante","5 - completamente d'accordo","4","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","3","4","4","","riduzione dell'impatto ambientale;utilizzo di fonti rinnovabili","3","4","3","4","2","4","4","Sì","4","4","4","3","4","5 - completamente d'accordo","Maschio","36-50","Responsabile IT","4","4","4"
"2023/03/12 6:07:40 PM EET","11-50 dipendenti","Consulenza","Tra il 1980 e il 2000","Sì","Cloud;Sistemi software","Si","4","5 - Molto importante","4","5 - Molto importante","5 - Molto importante","4","5 - completamente d'accordo","4","4","4","3","3","4","","utilizzo di fonti rinnovabili","2","2","1 - completamente in disaccordo","2","1 - completamente in disaccordo","3","3","Sì","3","4","2","2","4","1 - completamente in disaccordo","Maschio","51-60","Progettista","4","3","4"
"2023/03/12 6:11:12 PM EET","251-1000 dipendenti","Trasporti","Tra il 1980 e il 2000","Sì","IoT;Sistemi automatici di controllo","Si","4","5 - Molto importante","5 - Molto importante","5 - Molto importante","4","4","4","5 - completamente d'accordo","4","5 - completamente d'accordo","5 - completamente d'accordo","3","5 - completamente d'accordo","","riduzione dei rifiuti;utilizzo di fonti rinnovabili;Utilizzo energie rinnovabili","4","5 - completamente d'accordo","5 - completamente d'accordo","4","4","5 - completamente d'accordo","5 - completamente d'accordo","Sì","5 - completamente d'accordo","5 - completamente d'accordo","4","5 - completamente d'accordo","4","5 - completamente d'accordo","Maschio","36-50","Responsabile Logistica","4","4","5 - completamente d'accordo"
"2023/03/12 11:14:54 PM EET","51-250 dipendenti","Manifatturiero","Prima del 1980","Sì","IoT;inserimento nei processi di produzione Sw Mes","Si","4","5 - Molto importante","3","4","4","4","5 - completamente d'accordo","4","4","3","3","4","3","","utilizzo di fonti rinnovabili","3","4","3","3","4","4","3","Sì","4","4","3","4","3","3","Maschio","Over 60","Manager","4","3","3"
"2023/03/12 11:17:24 PM EET","251-1000 dipendenti","Manifatturiero","Tra il 1980 e il 2000","Sì","IoT;Robotica;Logistica e wms","Si","4","5 - Molto importante","5 - Molto importante","5 - Molto importante","4","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","4","5 - completamente d'accordo","5 - completamente d'accordo","4","4","","riduzione dell'impatto ambientale;utilizzo di fonti rinnovabili;Utilizzo di materiale ecosostenibile","4","4","4","3","5 - completamente d'accordo","4","4","Sì","4","4","5 - completamente d'accordo","3","4","4","Maschio","51-60","Direttore generale","4","4","4"
"2023/03/13 12:23:37 PM EET","51-250 dipendenti","Manifatturiero","Prima del 1980","Sì","IoT;Produzione e collegamento con macchine di produzione ","Si","4","4","5 - Molto importante","4","5 - Molto importante","5 - completamente d'accordo","5 - completamente d'accordo","4","4","5 - completamente d'accordo","4","3","3","","riduzione dei rifiuti;riduzione dell'impatto ambientale;utilizzo di fonti rinnovabili","5 - completamente d'accordo","5 - completamente d'accordo","4","5 - completamente d'accordo","4","4","5 - completamente d'accordo","Sì","4","5 - completamente d'accordo","4","4","4","4","Maschio","51-60","Manager","4","4","4"
"2023/03/13 12:29:52 PM EET","251-1000 dipendenti","Commercio","Tra il 1980 e il 2000","Sì","Crm e portale clienti ","Si","5 - Molto importante","4","5 - Molto importante","4","4","5 - completamente d'accordo","5 - completamente d'accordo","4","5 - completamente d'accordo","4","3","2","2","","","2","2","2","2","2","2","2","Non so","3","4","2","3","2","2","Maschio","51-60","Responsabile Amministrativo","2","2","2"
"2023/03/13 6:59:38 PM EET","1-10 dipendenti","Informatico","Dopo 2020","Sì","Cloud","Si","2","3","4","3","5 - Molto importante","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","2","4","2","","riduzione dei rifiuti;riduzione dell'impatto ambientale","3","4","2","2","4","4","4","Sì","4","4","4","4","5 - completamente d'accordo","4","Maschio","26-35","Manager","4","4","2"
"2023/03/14 11:12:47 AM EET","11-50 dipendenti","Consulenza","Tra il 2000 e il 2010","Sì","Cloud;Portale raccolta documenti","Si","4","4","4","5 - Molto importante","3","5 - completamente d'accordo","4","5 - completamente d'accordo","5 - completamente d'accordo","5 - completamente d'accordo","3","3","3","","riduzione dell'impatto ambientale","4","5 - completamente d'accordo","4","4","4","4","4","Sì","4","3","4","4","4","4","Maschio","36-50","Manager","4","4","3"
